author,published_at,like_count,text,public
@yumnaa-wr,2025-12-29T08:22:29Z,0,Makan tuh pilpres pilihan kalian.... Gak usah ngeluh.. Telan mo manis/pahit!!,TRUE
@alexrose3133,2025-12-29T08:21:22Z,0,"Projec bancakan si pecatan jenderal kardus, omon omon bacot, gede, gak ada rumus pemerintah mau brri makan gratis, dari suharto, kecuali bisnis partai si omon omon, utk ngelola uang MBG, project si omon omon, mbg, kebun sawit, kayu gelondongan, kejar setoran..",TRUE
@nurnuripah4858,2025-12-29T08:20:59Z,0,"gila,itu uang kita yg di pake,y kalau ga di korupsi, saya sebagai rakyat bubar kan sajah",TRUE
@yumnaa-wr,2025-12-29T08:19:47Z,0,"Makanya dulu saat pilpres.. Masyarakat jangan asal pilih!!! Giliran negara udah kacau, baru ngeluh.. Ahhh.. 😂😂😂",TRUE
@AhsanFaris-j4u,2025-12-29T08:18:58Z,0,"Ya iya jelas lah,siapa aja presidennya misal kmrn di kampanye bilang makan gratis ,abis itu di realisasikan program itu, trus berjalan, ya besok pasti di bawa bawa lah ini lho hasil kerjanya ada.lha kalo pas kampanye bilangnya mbg tapi gak dijalanin ya di 2029 bakal di jadikan sasaran empuk cuma omong besar bisanya orasi malah jadi manuver.kecuali mbg jadi sarang korupsi baru tuh  aneh tuh kasus tuh ah .",TRUE
@MamanTo-q7r3i,2025-12-29T08:17:35Z,0,"Pantesan aja Indonesia ngak pernah maju 😂😂, dari dulu hanya saling menjatuhkan demi politik, dibalik ini semua ini ada oligarki, mafia, koruptor yg mengendalikan agar Indonesia ngak pernah berkembang dan maju, di lihat aja sekarang bagaimana Prabowo memberantas mafia, dan para koruptor ada segelintir orang ingin menjatuhkan beliau demi melindungi para mafia dan koruptor 😂😂",TRUE
@aguspracipto705,2025-12-29T08:17:16Z,0,"Akan terbongkar biasanya saat  ganti  pemerintahan ,",TRUE
@BunayyaEPS,2025-12-29T08:14:30Z,0,Pengelola menang banyak,TRUE
@widijatmiko6222,2025-12-29T08:13:16Z,0,"Pasti,  dananya g terbatas ..bisa buat kampanye....bulan puasa tetep  dijalankan...memnag Proyek Gila.....",TRUE
@MapexPandawa,2025-12-29T08:10:12Z,0,Saya udah gak heran dinegri yg isinya maling semua.,TRUE
@AsimaGuruBahasa,2025-12-29T08:10:03Z,0,Kok gelap video ini kurang cerah,TRUE
@ZeaAskaira,2025-12-29T08:09:12Z,0,"Lo komen yang aneh ane tapi ga sadar anak lo atau keponakan lo dapat MBG hehehe, teriman aj mungkn di perkotaan bagi orang yang ada kepentingan menyalahkan MBG tapi yang di desa desa sangat nyaman nyaman aja.",TRUE
@achmadsirojudin5060,2025-12-29T08:07:37Z,127,Hampir tidak ada berita yg menggembirakan dari negeri ini,TRUE
@Supriyadi-Cartographer,2025-12-29T08:07:09Z,0,"seandainya duit dari MBG masuk ke kegiatan pemilu, bisa masuk kedalam golongan kejahatan pidana korupsi gak sih ?",TRUE
@shamzero1005,2025-12-29T08:04:58Z,0,Ujung ujungnya Hutan di babat 😂😂😂,TRUE
@rakadwija1111,2025-12-29T08:02:28Z,0,Jirr,TRUE
@editanujaya4639,2025-12-29T08:01:16Z,0,Nah itu tau 😅😅😅😅😅,TRUE
@AndiLiyani-y3x,2025-12-29T07:58:51Z,0,"Dan demi tuhan....aku sangat menyesal, dulu pilih prabowo😢😢😢",TRUE
@RaflesdeniDeni,2025-12-29T07:54:41Z,0,"Berprasangka baik sajalahh.. apa2 dikaitkan kepolitik! Bagus kok MBG makananya bergizi.. ibuk2 senang dan merasa terbantu, utk masyarakat jangan ikut2 mencela MBG, ini kerjaan kawan politik pak bowo",TRUE
@rinihero2370,2025-12-29T07:54:29Z,0,"Hancur negri ini ditangan begundal2 politik ..makin hancur aj tanpa kita sadari. Namun rkyt dibuat tdk berkutik melihat kelicikan mrk . Rkyt hny pasrah ,yg dtimpa bencana makin hancur lom lg rkyt miskin yaa makin miskin. Neg  komunis aja tdk sejahat ini. Astaghfirullah",TRUE
@achmadmuwaffiq1250,2025-12-29T07:52:12Z,1,"Mantap, Mbk. <br>Mantap juga untuk yang menonton sampai selesai kemudian bersama-sama refleksi diri. <br>Yang tidak mantap adalah mereka yang menganggap info baik se-kritis ini malah dicap sebagai <a href=""http://www.youtube.com/results?search_query=%23anakabah"">#AnakAbah</a><br><br>Awowkwowkwowk, <a href=""http://www.youtube.com/results?search_query=%23mikirrrr"">#mikirrrr</a>",TRUE
@parbullik67,2025-12-29T07:43:21Z,0,Di kampung kami MBG itu paling lezat . Di lakukan saat panen pasti ada acara  MBG ( M4k4n B4b1 Gul1ng ) 🤣🤣,TRUE
@WahyuTrimurti-w1w,2025-12-29T07:43:06Z,0,Daripada MBG lebih baik sekolah gratis tanpa pungutan apapun MBG cocok untuk balita maka angganran mbg untuk peningkatan mutu pendidikan aja,TRUE
@ridhobaihaqi144,2025-12-29T07:41:45Z,0,Jadi inget cerita bokap waktu 2024 lalu... ditawarin ikut jadi pemodal/iuran untuk bangun dapur mbg oleh kader gerindra cirebon 😂😂😂😂,TRUE
@abdullatipa98,2025-12-29T07:38:15Z,0,"Dulu kubu sebelah di sebut omon omon, sekarang yang terbukti omon omon siapa ya 😂. <br>Hati hati 2029 kekecoh lagi sama muka melas 😂",TRUE
@ahmadjaya7537,2025-12-29T07:38:07Z,0,"Mudah2an yg pake mbg utk politik kekuasaan, gagal total",TRUE
@Ayudiah-f1s2u,2025-12-29T07:35:45Z,0,Ini efek kekalahan Pak Wok dan partainya setelah keok bertarung berkali kali. Bukan perduli rakyat. Tapi menggunakan kekuasaan ini untuk mengembalikan kerugian yang dulu.,TRUE
@Leapark-wm9sg,2025-12-29T07:32:10Z,0,proyek berbagi.. konoha banget,TRUE
@srihandayani5599-q9x,2025-12-29T07:30:14Z,0,Ya Alloh,TRUE
@hexariowiragachannel,2025-12-29T07:29:13Z,0,"SEMUA HAL YG DIBUAT PEMERINTAH NEGERI INI KAN EMANG BEGITU TUJUANNYA, MELANGGENGKAN KEKUASAAN. PR kita menyadarkan rakyat2 yg buta dan bodoh semakin sulit, karena pemerintah selangkah lebih maju karena penyalahgunaan anggaran. 😂",TRUE
@emresivel1385,2025-12-29T07:28:04Z,0,Lebih parah dari mertuanya,TRUE
@cr0w766,2025-12-29T07:27:15Z,0,Memang ga ada gunanya mbg yg katanya BS menambah tingkat kecerdasan,TRUE
@JajaSutarja-g9l,2025-12-29T07:25:26Z,0,Dari berbagai bagai paktor MBG itu GAGAL ..... buang2 DUITTTT ......,TRUE
@AsmiranMs,2025-12-29T07:24:54Z,0,Program mbg lahan korupsi yg terbaru yang di ciptakan presiden Perabowo,TRUE
@eastaviator5041,2025-12-29T07:21:58Z,0,"MBG ini program dengan dana fantastis, sampai dana pembangunan daerah dipotong demi program ini, ditambah audit penggunaan dana yg tidak jelas, laporan perbaikan gizi yg tidak jelas juga (sudah setahun berjalan tidak jelas apa benar gizi anak indonesia membaik). belum lagi yayasan penyelenggara yg merupakan milik/terafiliasi dengan presiden. sudah jelas ini ajang bagi2 kue untuk lingkaran penguasa.",TRUE
@wayanbimadompu4129,2025-12-29T07:21:42Z,0,ada yayasn bodong,TRUE
@AbdullahYusra-h7g,2025-12-29T07:19:42Z,0,Ini sudah jelas korupsi berjamaah yang dilegalkan negara. Apa yang bisa kita lakukan untuk menghentikan politik balas budi yg merampok uang rakyat ini?,TRUE
@Sutarjo-b2d,2025-12-29T07:18:03Z,0,Ya gpp...mbg dibagi2 buat rakyat...dampak ekonomi sangat bagus...hrsnya rakyat mendukunglah....mosok semua program dianggap jelek ????..sy sangat setuju mbg terus di kembangkan dan melebar jangkauannya !!!! OK .....,TRUE
@angkolasiregar3100,2025-12-29T07:15:26Z,0,Berarti  MBG SARANG MAFIA TAMBANG RUPIAH...sdahlah MBG ditutup saja di ganti dgn SEKOLAH GRATIS.,TRUE
@hijrahdua,2025-12-29T07:13:41Z,0,Jangan sampai ICW ini buzer pihak tertentu seperti media tempo!.,TRUE
@cambalmuh0152,2025-12-29T07:11:53Z,0,Real korupsi sistematis gila emang pejabat kita,TRUE
@TheDarkHeart_x6r1ndx,2025-12-29T07:10:32Z,0,BUBARKAN SAJA NEGARA INI....,TRUE
@79085,2025-12-29T07:06:00Z,0,Sy sih gak percaya 2029 ada pilpres,TRUE
@Sair123andhf,2025-12-29T07:04:24Z,0,Mbh  menjadi lahan  unttuk  krupsi,TRUE
@ujangsyaiful,2025-12-29T07:03:03Z,2,Penciptaan ketergantungan sehingga gampang diatur dan dipengaruhi .,TRUE
@endrilesmana3396,2025-12-29T07:01:28Z,0,Good news government is a bad news LSM 😅,TRUE
@79085,2025-12-29T07:00:07Z,0,Gak hbs pikir sy anies ganjar bs kalah telak sama prabowo,TRUE
@SriYuanita-x8v,2025-12-29T06:58:43Z,0,Pengelola SPPG mendapat keuntungan bulanan dengan memotong dana makanan siswa/i dari 10.000 ditekan hingga 7.000 s/d 6.000.<br>Itulah penyunatan dana MBG yang menjadi keuntungan bulanan pihak pemilik SPPG,TRUE
@lowcortisol_uma,2025-12-29T06:57:28Z,0,"program MBG kan sengaja dibikin biar anak² indo obesitas dan biaya rumah sakit naik kek di amerika, berhubungan jg sm hutan di sumatra kok wkwkwk",TRUE
@syahronicahyaniaga2560,2025-12-29T06:57:14Z,0,Saya tidak  setuju adanya MBG karena  di dlmnya ada fpi dan hti  welll,TRUE
@AgusTotti,2025-12-29T06:57:10Z,0,MBG belum siap,TRUE
@tokosby7106,2025-12-29T06:56:42Z,0,Jokowi dan Prabowo benar2 contoh prmimpin serakah di Indonesia...😥😢🇲🇨💔🤍🖤,TRUE
@ElaminAmin123,2025-12-29T06:56:03Z,0,oh ternyata proyek bagi2,TRUE
@TintinNurhayati-yn9uf,2025-12-29T06:55:51Z,0,"paraaah MBG itu hrs di tutup, KLO thn berikut msh ada MBG sy pastikan ga bkl dukung Prabowo, sy nyesel dukung Prabowo yg ga mau dengerin keluhan rakyat",TRUE
@SutejoSutejo-u5v,2025-12-29T06:55:16Z,0,Proyek merampok uang negara adalah MBG,TRUE
@abetandryan1209,2025-12-29T06:53:04Z,1,Dodol yg bikin program sok mampu ini.. Utang numpuk ribuan Triliun malah buang2 uang gak jls buat racun penerus bangsa.. Ooh mungkin program ini disiapkan utk 2045 agar tdk ada pemuda yg kompeten ngurus negara pada bego2 semua🗿🗿,TRUE
@carelindwinaf6777,2025-12-29T06:52:46Z,0,Konoha memang bisanya bisnis yg aman. Tdk beresiko rugi. Yg ada cuan3x.,TRUE
@SamsulArifin-x7d,2025-12-29T06:52:16Z,0,BERPUASA LUBUR  TDK BOLEH JALAN TERUS STOOP ! JANGAN MEMAKSA YA? KITA WAJIB MENGHORMATI YG BERPUASA JANGAN DI PAKSAKAN.,TRUE
@ignatiusthomas983,2025-12-29T06:51:20Z,0,"Prabowo emg parah total, figur yg cuma carmuk doank. Gila beud baru setaun pertama aja udh gaspol cari cuan sana sini. Apa kabarnya negara ini 4 taun ke depan? 2 periode, jelas NO!",TRUE
@carelindwinaf6777,2025-12-29T06:50:27Z,0,"Ingat bung, 2029 pilih presiden yg cinta hutan bukan sawit. KDM pas.",TRUE
@HasSantrial,2025-12-29T06:49:48Z,0,Maka nya tahun 2029 golput aja jangan percaya ama elit partai penjabat sama halnya penjahat merampok uang rakyat,TRUE
@carelindwinaf6777,2025-12-29T06:49:11Z,0,"Mari bung selamatkan indonesia. 2029 jangan pilih presiden karena bansos, blt, mbg.",TRUE
@marnomarno1213,2025-12-29T06:49:06Z,0,Presenternya orgil,TRUE
@OomKomanah-o2c,2025-12-29T06:47:18Z,0,"HARUSNYA  EMAK EMAK  YNG ANAKNYA SEKOLAH YNG  D DATA  , KADIH  AJA  UANGNYA 5 HARI 100 000 ATAU 1 BLAN  400000 , BARU AMAN , POKOKNYA KADIH TIAP BULAN , PASTI IBU IBU LEBIH  SENANG",TRUE
@fauzifauziah1958,2025-12-29T06:45:34Z,0,Bubar aja mbg,TRUE
@HasSantrial,2025-12-29T06:45:24Z,0,Telur puyuh 3 butir pokoknya engak layak disebut bergisi ini hanya untuk mendapatkan keuntungan ujung ujungnya untuk korupsi,TRUE
@matmat-o4t,2025-12-29T06:45:05Z,0,"ini diberikan makan sehat kok malah ngeyel, kan bagus itu. okeylah mekanisme harus diperbsiki iya tp MBG distop jangan!. Justeru ini yg baik jsngan sampai akhirnya bansos saja jadi fikiran rakyat ini yg memanjskan meninabobokkan dan membodohkan, saya kira bagus progrsm ini, tetapi betul butuh pengawasan yg baik",TRUE
@HasSantrial,2025-12-29T06:44:05Z,0,Kalau didaerah ku makanan tidak layak bergisi bahkan buahnya masih muda muda belum matang dikasik malah yang menjalankan nya yayasan,TRUE
@wingofwinter888,2025-12-29T06:42:59Z,0,"1 triliun per hari, di tilep misalnya 5% aja buat dana pilpress 2029 udah berapa tuh?<br><br>orang2 yg girang soal MBG harusnya melihat januari kemaren di canada, perdana menteri mereka yg korup juga menjanjikan program yg sama percis dengan MBG, itu dia lakukan untuk membujuk rakyat canada mau menerima kenaikan pajak dan parlemen tidak melakukan pemilihan PM baru.<br>orang2 yg mengusulkan MBG di negaranya masing2 rata2 adalah menteri2 atau pejabat2 yg diundang ke davos dalam acara WEF.<br>makanya gw bingung kok orang2 pada senang dengan MBG.<br>emang program paling menipu itu program bagi2 duit atau barang secara gratis, seharusnya program begini dimasukan sebagai money politik, politik suap.<br><br>tapi yawdalah kalian rasain aja sendiri.",TRUE
@RohmatTasraj,2025-12-29T06:42:10Z,0,Proyek koruptor yang di dukung oleh rakyat,TRUE
@VivoY12-i5z,2025-12-29T06:42:03Z,0,"Pada akhirnya smua program hanya dijadikan bancakan scara brutal,RAKYAT hanya buat sampul utk tujuan serakah mereka.!!🤮",TRUE
@rosotresno131,2025-12-29T06:42:02Z,0,Sederhana saja kebijakan populis tujuannya pasti politis😂😂😂😂😂,TRUE
@matmat-o4t,2025-12-29T06:41:20Z,0,"itu politik yg bagus artinya apa yg kita hawatirkan pembodohan dan pemiskinan utk melestarikan politiknya kan tdk terbukti justeru presiden prabowo menyehatksn dan mensejahterakan rakyat, utk itu hrsx para steskholder dan semua masyarsjat mendukung dan terus  mengawasi bgt",TRUE
@irfanlia6061,2025-12-29T06:40:04Z,0,"Klw ICW tidak mau dengan Makan gratis buat negara sendiri aja tuuu bulan atau matahari masih kosong,kami Di daerah sangat terbantu MBG.. Ini ICW kenapa buat provokasi terus di negara sendiri,mau kalian apa.. padahal keluar anda saja dapat makan dan nikmati MBG😅, seharusnya sebagai ICW kalian harus memberikan bantuan kepada pemerintah  yang baik - baik buka bukan buat provokasi MBG ini yang nikmat kurang lebih 100 juta anak sekolah seluruh Indonesia, kalian ini cuma rusak negara sendiri atau kalian beraliansi di danai negara luar  untuk memecahkan bela negara sendiri",TRUE
@irfanlia6061,2025-12-29T06:38:55Z,1,"Alhamdulillah anak sekolah di Daerah kami sangat terbantu dengan MBG..kapan lagi anak sekolah makan gratis,baru saat ini pemerintah memberikan makan untuk anak sekolah seluruh Indonesia 😂",TRUE
@ponimin583,2025-12-29T06:36:53Z,0,Alah serba salah.,TRUE
@laskarbelgedezz,2025-12-29T06:36:05Z,0,"Skenarionya begini :<br>Ini skenario sengaja ngga sengaja yg terjadi adalah begini :<br>Mereka yg memuja muja salah satu kubu Capres maka dicatat...dan dikumpulkan... Dijadikan semacam&quot; model relawan relawan lah... <br>Entah berapa jumlah mereka... Ratusan ribu , entah... Mereka yg militan membela kubu tersebut ya direkrut, diikutkan proyek2 negara...diperEnak lah hidupnya sehingga mereka merasakan &quot;wah enak ya jadinya hidup kita&quot;...kalimat itu muncul seringnya tanpa kepedulian kepada yg bukan pembela kubu pemenang yg sengsara hidupnya... <br>Sehingga kubu yg enak itu merasa betah hidup di Indonesia... Sedang kubu lainnya ngga betah dan sengsara, ingin mati saja...lalu juga mendapat perlakuan eksploitasi diperas sumberdayanya... <br>Itu lah yg namanya &quot;anak bangsa dipecah belah&quot;... Alias Indonesia dipecah belah... Alias Indonesia dihancurhancurkan berkeping keping... <br>Berawal dari dipeliharanya rakyat yg nge-fans ke satu kubu...dengan cara dienak enakkan hidupnya sehingga ada kesenjangan sosial... <br>Setelah kubu yg lainnya musnah, entah mati entah ke luar negei entah berbalik jadi fans kubu tersebut (karena pengen sesuap nasi)... Maka yg tersisa hanya kubu yg berkuasa tersebut... <br>.<br>Suatu tragedi...sesama warga Indonesia &quot;membunuh/menyingkirkan&quot;  warga Indonesia sendiri... Hanya karena pilihan politiknya kalah di kompetisi... Kubu yg kalah dianggap hama yg harus dilenyapkan... Padahal KTPnya Indonesia bukan belanda atai Jepang tapi malah direndahkan dimusnahkan diusir... <br>Pancasila sudah binasa...",TRUE
@meaugust8104,2025-12-29T06:32:07Z,0,Mbak ini kq suaranya tremor,TRUE
@MohamadSaid-b1s,2025-12-29T06:31:36Z,0,MBG membuang biaya gratis.,TRUE
@EnikWinarti-u2u,2025-12-29T06:29:43Z,0,MBG proyek yg beresiko mudah diimbat untuk dikoroptor,TRUE
@yosef5908,2025-12-29T06:27:22Z,0,Negara ditangan pengusaha ya begini jadinya ..nggak kaget.!,TRUE
@rezageneskachannel1637,2025-12-29T06:26:30Z,0,Saya punya bukti pengolah an MBG nih A1 .,TRUE
@xbutakx,2025-12-29T06:26:18Z,0,"saya tau sendiri MBG itu seperti apa,,program wowo itu cacat",TRUE
@rezageneskachannel1637,2025-12-29T06:25:43Z,0,Betul banget,TRUE
@nurhabiebadiputra5235,2025-12-29T06:25:36Z,0,Demokrasi tidak ada harapan,TRUE
@ss-ip1qp,2025-12-29T06:25:34Z,1,Berarti buat Persiapan Dana pilpres... Anak buah setor ke bos .Wahhh ini sama seperti sebelumnya.,TRUE
@firdausbangalino55,2025-12-29T06:24:17Z,0,Tujuan MBG ini baik agar supaya uang bisa beredar di masyarakat secara langsung baik di perkotaan maupun di pedesaan. Hanya saja pelaksanaannya di lapangan banyak yg melenceng. MBG bagusnya di kelola oleh kantin sekolah kalau MBG mau dikasih langsung ke orang tua tujuan MBG itu tidak tercapai. Karena tujuan utama MBG itu selain perbaikan GiZi juga untuk memberikan lapangan pekerjaan sampai ke tingkat desa serta perputaran uang di daerah.,TRUE
@detatuginah9360,2025-12-29T06:24:01Z,0,nasib bangsa Indonesia punya pemimpin dan para pembantunya yg dungu dan rakus. seoalah jabatan dan umur tidak bisa habis,TRUE
@olivianaziffa,2025-12-29T06:22:08Z,0,2029 tobat masal jangan coblos aki aki gemoy dan si plonga plongo dungu yang gak guna... pilihlah pemimpin yang amanah cinta rakyat dan yang sudah ada rekam jejak baik... pastikan kamu gak FOMO. dan ikut2an artis,TRUE
@terust4264,2025-12-29T06:21:17Z,0,"<a href=""http://www.youtube.com/results?search_query=%23stopbayarpajak"">#STOPBAYARPAJAK</a> <br><a href=""http://www.youtube.com/results?search_query=%23moneyrush"">#MONEYRUSH</a> DARI BUMN",TRUE
@budihardana8050,2025-12-29T06:20:12Z,0,Gak sabar untuk rev..part 3,TRUE
@olivianaziffa,2025-12-29T06:19:52Z,0,saya kemarin beli telur bebek  naik dari 2.700 jadi 3.000/ butir. kata peternak naik gara2 MBG. harga telur ayam pun naik 30rb/kg<br>anakku 4 anak pertama SD kelas 6 dapat MBG tapi libur ini gak dapet. anak ke 2 8tahun cacat dirumah gak sekolah (gak daoet MBG) anak ke 3 sekolah TK (gak dapet MBG. anak ke 4 19 bulan kurus susah makan cewek bb 7.2kg (malah gak dapet MBG) kalau tujuan MBG untuk anak anak agar gak kekurangan gizi atau stunring harusnya yang daoet dari ke 4 anakku itu adalah anak no 4 karena usia dibawah 3 tahun dan BB RENDAH. kmdan anak TK ku yg usia 5th.. kalau anak SD ku malah harusnya gak daoet gak apa2. menurut aku sih mending SD SMP dan SMA di belakangin. dan dahuluin anak2 5th kebawah. kalau 5th kebawah sudah dapet gizi baik semua baru naik sampai SD. kalau SD seluruh indonesia sudah merata baru naik ke SMP. kalau SMP sudah semua baru naik ke SMA. bukan malah TK dan anak2 yg rawan stunting gak dapet. trusnmenurut aku gak wort it MBG. bayangin telur naik tapi dari 4 anak yang aku kasih makan 3x sehari cuma  anak yang dapet itupun x makan 2x makan masiha aku yang tanggung. mending gak usah ada MBG tapi semua pangan murah.. gak akan kelaparan anak2 kami,TRUE
@alvianosanjaya9270,2025-12-29T06:19:02Z,0,MBG batalkan krna orang didalam semua Mafia mba wo kacau.hanya macan kertas hua ha ha😇😇😇😇😇😇😜😜😜😜😎😎😎😎😎,TRUE
@trihandayani3561,2025-12-29T06:14:56Z,0,Ini ni ladang uang untk bjng mafia poltik tarik dana... termsuk prsdt gemoy omon&quot;  pantes sengja di pelihra... maling semua klian..,TRUE
@gatotsudaryo4163,2025-12-29T06:14:21Z,0,Lebih baik digugat di MK,TRUE
@HariJanto-ux5ks,2025-12-29T06:13:08Z,0,"Judul berita dibalik carut marutnya MBG.... <br>Memang carut marut? <br>Ingat lho para pembesar negara nyaman menikmati MBG<br>Maka yg ngritik soal MBG, dibalas &quot;ndasmu&quot;",TRUE
@sigitsantoso1719,2025-12-29T06:11:46Z,0,Ribet amat... sederhanakan bahasa penjelasanya...agar semua rakyat pun paham.....,TRUE
@sidikm8913,2025-12-29T06:11:11Z,1,"KEMBALIKAN KE JAMAN JOKOWI,BIAR ASENG SAJA YG KAYA BUKAN ASLI PRIBUMI,SB KLO ASENG TINGGAL.KABUR KE Luar Negeri AMAN,KLO PRIBUMI ,ya duitnya muter lagi ke pribumi,susah negara utk di Miskinkan dan di jajah,,Aseng pada nangis darah🤣",TRUE
@garroshhellscream7016,2025-12-29T06:10:43Z,0,Wkwkkwkwkwkkwkwkkwkwkwkwkkwkwkwkwkwkkw dan NETIzen republik fufufafa sangat bangga akan negara dari republik fufufafa wkkwkwkwk<br>Wkwkkwkwkwkkwkwkkwkwkwkwkkwkwkwkwkwkkw republik fufufafa masih saja di percaya,TRUE
@animasiyuki,2025-12-29T06:09:32Z,0,wow,TRUE
@tanthy2783,2025-12-29T06:09:08Z,0,Pejabat sakit jiwa,TRUE
@anitalia7685,2025-12-29T06:08:58Z,0,Percayalah jika MBG ini di kanjutkan maka bersiaplah keuangan  negara semakin gobrok rakyat semakin susah hy membuat kesempatan korufsi besar2an,TRUE
@panjipanji-z8v,2025-12-29T06:08:51Z,0,Sebaiknya dibagikan per 1 bln demi perbekalan anak siswa didik untuk wali murid    disini jln kkn akan lebih sedikit ruang korupsinya    !!??,TRUE
@torus48,2025-12-29T06:08:47Z,0,Modus pencucian uang salah satu ny melalui yayasan,TRUE
@kabinawadesign5520,2025-12-29T06:07:13Z,0,"Negeri subur indah nan anugrah ini, rakyat ikut mnejual nya seharga beberapa cepek dan 5 kg beras....<br>Malangnya kluarga ijazah ga jelas mampu lakukan siasat itu",TRUE
@janiartanjung5810,2025-12-29T06:07:09Z,0,Sebetulnya ketololan kalau masih ada orang yang kepincut sama program mbg,TRUE
@cahmelekbengi1771,2025-12-29T06:06:48Z,0,Pak omon2 bikin carut marut negara,TRUE
@Doniputra_k3n,2025-12-29T06:04:51Z,0,"Hasil pemilu kemarin 2024.<br>Sumbar  80 %  suara pak anies. <br>Aceh  90 % suara pak anies. <br>  Dari sini kita bisa menilai   daerah sumbar dan aceh daerah cerdas,,, mereka menolak serangan fajar yg berupa sembako, amplob, bansos. .mereka hanya ingin perubahan pada negri ini...!!!!",TRUE
@untungsubagio160,2025-12-29T06:04:36Z,0,bubarkan Merusak Rakyat   MBG untuk koropsi ladang koropsi,TRUE
@AlmanMastim,2025-12-29T06:04:18Z,0,Masyarakat buta karena bansos. Presiden menang karena bansos,TRUE
@alihermawanhermawan6940,2025-12-29T06:01:34Z,0,CARA IBLIS MENGURAS UANG NEGARA...,TRUE
@Indriyanto-vs4ij,2025-12-29T06:01:06Z,0,Lebih baik hentikan saja salurkan pada masyarakat ganti uang ❤❤❤,TRUE
@nurhasanahsulaiman8421,2025-12-29T06:00:43Z,0,Tdk ada makan siang gratis<br>Omong kosong gratis,TRUE
@lambeijo3693,2025-12-29T06:00:22Z,0,Pantesan aja ngotot harus jalan.... rupanya...,TRUE
@Mad_Ziedrich,2025-12-29T05:59:43Z,0,"Ini baru 1 aspek, yakni MBG.<br><br>Belum aspek2 lain seperti Bansos, dana Haji, dana hibah, CSR, dll... 😂😂😂",TRUE
@Keenanghaziutsman19,2025-12-29T05:57:51Z,0,CURANG LAGIH AJAH?,TRUE
@mbna7388,2025-12-29T05:57:11Z,0,"MBG niatnya baik, tapi tolong adopsi seperti kantin kantin sekolah luar negeri, dimana dapur ada di masing masing sekolah, jadi makanan sehat bergizi masih hangat bisa langsung disantap anak anak, memangkas dana distribusi",TRUE
@RiyanIyang-my9ih,2025-12-29T05:56:15Z,0,MBG Bakal jadi ladang korupsi yg baru camkan itu.,TRUE
@abdullahnagib7354,2025-12-29T05:54:44Z,1,Pemilihan berikut..jangan pilih yang calon yang di dukung pemegang kekuasaan.Pilih calon lain selain itu.,TRUE
@Who_I_am2023,2025-12-29T05:54:38Z,0,"Benar sekali, buat modal 2029",TRUE
@Suyanto-sb6jp,2025-12-29T05:54:19Z,0,"Cerdaslah menghadapi pesta 2029, jadikan masa lalu dn sekarang sbg cermin",TRUE
@BassistCupu,2025-12-29T05:50:07Z,0,dari kita untuk kita dan &quot;mereka&quot; ( cm &quot;mereka&quot; yg lebih banyak dapetnya )😁,TRUE
@andrihadianto8338,2025-12-29T05:49:42Z,0,"Rampok2 ini tahu kelemahan sebagian besar rakyat bangsa ini, yaitu mental miskin yg senang diberi walau sampah sekalipun yg diterimanya. Tpi jujur saja walaupun semua keboborokan tpi siapa selanjutnya siapa yg akan menindaklajutinya.  Cukup sudah lah tdk perlu narasi2 sedetil itu.   Kita hanya bisa menyaksikan para elite politik bangsa ini memainkan dan mempertontonkan drama komedi pepesan kosong.",TRUE
@OniHartono-i8v,2025-12-29T05:49:20Z,0,"Oleh itu negara terapkan preventif lagi,dan lebih selektif dalam pelaksanaan program yg terkait dengan mitranya",TRUE
@zubairibinarfai6318,2025-12-29T05:49:02Z,0,Bagi bagi 😂😂😂😂 gak guna,TRUE
@user-tb4oy4ue4o,2025-12-29T05:48:44Z,0,Gak ada guna mbg modus aja untuk yg jls memperkaya yg punya kepentingan kong kalikong,TRUE
@adisetyo215,2025-12-29T05:48:33Z,0,"Program mubazir parah,mending buat buka lapangan kerja utk pengangguran2 dan korban2 PHK di tiap kota&amp; kabupaten, akan lebih tepat dan manfaat dana negara..",TRUE
@digitools2241,2025-12-29T05:48:27Z,0,"80 thn merdeka, malah dipimpin toddler expired yg cita2 dr kecilnya kalo ditanya guru mau jadi presiden. ujungnya negara buat maen2 doang",TRUE
@achmadpoernomo8163,2025-12-29T05:47:59Z,0,Ini memang program umtuk bancakan...,TRUE
@nuzulnuzul6038,2025-12-29T05:47:32Z,0,Lah giliran anak anak tidak mampu makan duit negara reang,TRUE
@DafaAditya-re4fi,2025-12-29T05:46:13Z,0,Udah usia lanjut gak bikin buat sangu modar.... dikira kalau berkuasa gak bisa modar,TRUE
@yusufhendarno5687,2025-12-29T05:44:25Z,0,Perampokan duit rakyat gaya baru dngn baju MBG dan Danantara.,TRUE
@DokterBakso,2025-12-29T05:41:55Z,0,"Dibalik semangat patriotisme tedapat sisipan kepentingan tersembunyi.<br>Itu cerdas namanya, tapi licik.",TRUE
@mulyanamulyana2014,2025-12-29T05:41:29Z,0,"Matif nya hampir sama dgn kasus Bansos, ini muncul lagi mbg..",TRUE
@sispiero9095,2025-12-29T05:40:38Z,0,efisiensi 😅,TRUE
@ummiedhalfa6368,2025-12-29T05:38:57Z,0,MBG adalah program terselubung untuk mengembalikan modal yg dikeluarkan sewaktu kompanye.,TRUE
